timestamp,trade_id,symbol,side,entry_price,sl_price,tp1_price,tp2_price,quantity,risk_distance_pct,structure_level,atr,ema_value,ema_aligned,htf_trend,premium_discount_zone,order_block_present,fvg_present,cvd_score,depth_imbalance,sweep_confluence,oi_change_pct,oi_rising,liquidation_notional_net,liquidation_cluster,liquidation_aligned,confluence_score,confluence_total,confluence_ratio,size_multiplier,tp1_r_multiple,tp2_r_multiple,execution_mode,mae_r_multiple,mfe_r_multiple,early_breakeven_applied,break_confirmed_by_close,outcome
1786447761.509294,GIGGLEUSDT_1786447761509,GIGGLEUSDT,BUY,36.06,34.295,39.59,43.120000000000005,5.54,4.8946,34.63,0.6699999999999997,34.415251402870815,True,BULLISH,DISCOUNT,True,True,0.1915,0.3713,False,0.006,True,,,,2,3,0.6666666666666666,1.0,2.0,4.0,LIVE,,,,,
